,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.49057348019422575,0.5130311421918339,0.46376100995153413,0.4842391042872809,0.4562284130442225,0.4595728196659234,0.44768803468137297,0.4639400524800682,0.49417371312010083,0.5072574943729954,0.49520545025347773,0.49569016872216437,0.5113600175012001,0.5038305591449674,0.46651119390926354,0.45810911033236956,0.6120388754886287,0.5762387962802622
UAE-Large-V1,0.49057348019422575,1.0,0.6144768271496801,0.822211654985722,0.5930066860703708,0.4501585180433642,0.43682127720141367,0.41933347420176376,0.47510571966951376,0.5632179018691519,0.6363197109248744,0.5702704531617826,0.48000417239330007,0.45681864824844226,0.8957942219628857,0.4748805788309868,0.4361240492789163,0.5218800689104912,0.5489500418822186
bge-base-en-v1.5,0.5130311421918339,0.6144768271496801,1.0,0.5789668025103274,0.6212092923584636,0.46711121742084444,0.4618337707001618,0.44833307864332267,0.4941545009312349,0.6904306046217837,0.6468223528451555,0.6254395115354152,0.5009531165771505,0.4777693003117781,0.6317658948955566,0.5149900124266378,0.47367481297588954,0.5704194829957792,0.5867058007381811
bge-large-en-v1.5,0.46376100995153413,0.822211654985722,0.5789668025103274,1.0,0.5560404593158509,0.43477281388569644,0.42496925365867094,0.4107689342498276,0.4807246798209653,0.5205580096796033,0.5741878523703065,0.5296400098466739,0.46877001494161474,0.44911477819042067,0.772309366698182,0.4584033817422554,0.4262982668541766,0.5043499313638976,0.5303605170137056
bge-small-en-v1.5,0.4842391042872809,0.5930066860703708,0.6212092923584636,0.5560404593158509,1.0,0.4645893250716038,0.4436186531827644,0.44217747308425137,0.4688519049431227,0.6376854325692856,0.6443054994247194,0.7460642367906377,0.4764081481797291,0.4625726183532711,0.6207963067540146,0.5038763308487861,0.45856530724952804,0.5386456612766929,0.5614543625741181
e5-base-v2,0.4562284130442225,0.4501585180433642,0.46711121742084444,0.43477281388569644,0.4645893250716038,1.0,0.5286143677496677,0.5010683241792017,0.4615395356468608,0.4389072973283363,0.4566026096748278,0.4505584847651278,0.4479089540449705,0.45971611417677416,0.45926258837396744,0.4417745227901785,0.43825092017734923,0.49165429812812633,0.5147995963989088
e5-large-v2,0.4595728196659234,0.43682127720141367,0.4618337707001618,0.42496925365867094,0.4436186531827644,0.5286143677496677,1.0,0.5107243838149251,0.5057884346270566,0.42268807326022545,0.45126281104996985,0.426917456224125,0.4506057007831824,0.4560757031388421,0.4381921968114849,0.43297510331251243,0.44513487470438595,0.5001540806854452,0.5074525749249776
e5-small-v2,0.44768803468137297,0.41933347420176376,0.44833307864332267,0.4107689342498276,0.44217747308425137,0.5010683241792017,0.5107243838149251,1.0,0.4602014778385659,0.4102801469868114,0.42641894262425256,0.42915538227530997,0.44208329885758973,0.449223322390404,0.4258142223476895,0.4330372168409521,0.4381358820632979,0.478720039006461,0.4963068451222593
embed-english-v3.0,0.4639400524800682,0.47510571966951376,0.4941545009312349,0.4807246798209653,0.4688519049431227,0.4615395356468608,0.5057884346270566,0.4602014778385659,1.0,0.45611928106075583,0.4623766837483761,0.445511872520983,0.4690458433707363,0.4600238240279323,0.47898793471556983,0.4420561349342751,0.4387459246978871,0.5325251262440368,0.5486586350630047
gte-base,0.49417371312010083,0.5632179018691519,0.6904306046217837,0.5205580096796033,0.6376854325692856,0.4389072973283363,0.42268807326022545,0.4102801469868114,0.45611928106075583,1.0,0.7028317620845379,0.7038710281910139,0.48814353152810097,0.4592145058926851,0.6007643022732524,0.4781956849942034,0.4459198430537478,0.5284887901903148,0.5546072002464687
gte-large,0.5072574943729954,0.6363197109248744,0.6468223528451555,0.5741878523703065,0.6443054994247194,0.4566026096748278,0.45126281104996985,0.42641894262425256,0.4623766837483761,0.7028317620845379,1.0,0.6957785754866049,0.4945280713096079,0.46900073939619674,0.6789892612629572,0.5087464645650974,0.47085791790006454,0.552659907554272,0.5726320381480007
gte-small,0.49520545025347773,0.5702704531617826,0.6254395115354152,0.5296400098466739,0.7460642367906377,0.4505584847651278,0.426917456224125,0.42915538227530997,0.445511872520983,0.7038710281910139,0.6957785754866049,1.0,0.47897370502765196,0.4617643408293435,0.6065761375504864,0.5047745639547244,0.45525085272867927,0.5485826736733269,0.579350498485369
gtr-t5-base,0.49569016872216437,0.48000417239330007,0.5009531165771505,0.46877001494161474,0.4764081481797291,0.4479089540449705,0.4506057007831824,0.44208329885758973,0.4690458433707363,0.48814353152810097,0.4945280713096079,0.47897370502765196,1.0,0.6142817382696538,0.4914668775998745,0.4992705303899047,0.4541539292426529,0.5257629967889345,0.5459277396912147
gtr-t5-large,0.5113600175012001,0.45681864824844226,0.4777693003117781,0.44911477819042067,0.4625726183532711,0.45971611417677416,0.4560757031388421,0.449223322390404,0.4600238240279323,0.4592145058926851,0.46900073939619674,0.4617643408293435,0.6142817382696538,1.0,0.4677092084806923,0.4950676728558748,0.4788647963276011,0.5251577856560646,0.547035282124646
mxbai-embed-large-v1,0.5038305591449674,0.8957942219628857,0.6317658948955566,0.772309366698182,0.6207963067540146,0.45926258837396744,0.4381921968114849,0.4258142223476895,0.47898793471556983,0.6007643022732524,0.6789892612629572,0.6065761375504864,0.4914668775998745,0.4677092084806923,1.0,0.48886877903766474,0.45272548565092735,0.5370032598761278,0.5607189023275104
sentence-t5-base,0.46651119390926354,0.4748805788309868,0.5149900124266378,0.4584033817422554,0.5038763308487861,0.4417745227901785,0.43297510331251243,0.4330372168409521,0.4420561349342751,0.4781956849942034,0.5087464645650974,0.5047745639547244,0.4992705303899047,0.4950676728558748,0.48886877903766474,1.0,0.6003132884417272,0.5340999518706624,0.5359227711761122
sentence-t5-large,0.45810911033236956,0.4361240492789163,0.47367481297588954,0.4262982668541766,0.45856530724952804,0.43825092017734923,0.44513487470438595,0.4381358820632979,0.4387459246978871,0.4459198430537478,0.47085791790006454,0.45525085272867927,0.4541539292426529,0.4788647963276011,0.45272548565092735,0.6003132884417272,1.0,0.5370755034390974,0.5181815899148176
text-embedding-3-large,0.6120388754886287,0.5218800689104912,0.5704194829957792,0.5043499313638976,0.5386456612766929,0.49165429812812633,0.5001540806854452,0.478720039006461,0.5325251262440368,0.5284887901903148,0.552659907554272,0.5485826736733269,0.5257629967889345,0.5251577856560646,0.5370032598761278,0.5340999518706624,0.5370755034390974,1.0,0.6994703113312659
text-embedding-3-small,0.5762387962802622,0.5489500418822186,0.5867058007381811,0.5303605170137056,0.5614543625741181,0.5147995963989088,0.5074525749249776,0.4963068451222593,0.5486586350630047,0.5546072002464687,0.5726320381480007,0.579350498485369,0.5459277396912147,0.547035282124646,0.5607189023275104,0.5359227711761122,0.5181815899148176,0.6994703113312659,1.0
