,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.26393243239928493,0.27264919935115794,0.2622009658553559,0.26543999750401015,0.2897088025187627,0.29785614394907717,0.2958645093991241,0.27669950380174113,0.26774615084756753,0.2710406425375483,0.2674568803631445,0.29967644756917755,0.2922657278660669,0.2689721889870699,0.29563257102687424,0.2932983325123642,0.31484814517523874,0.31127891443428696
UAE-Large-V1,0.26393243239928493,1.0,0.30121536941748145,0.39085895779517943,0.2764614121361931,0.27220687813506683,0.27101465971814886,0.2698969099211761,0.2708940884707861,0.292463850019481,0.3153124981544847,0.2834378063312169,0.26970096737758015,0.2728143745002514,0.47393544653339137,0.27547893281920216,0.2688800703354693,0.2873294488212539,0.2751672032742748
bge-base-en-v1.5,0.27264919935115794,0.30121536941748145,1.0,0.304297184794295,0.3107692549169682,0.2993103200810433,0.2939566164078351,0.2812479090959634,0.28670677777004183,0.31177618175862115,0.2921698910449856,0.28623623543767573,0.28309126564319276,0.2849455482556251,0.307280642577353,0.2922826645614059,0.2810604997164185,0.308737765727278,0.29846059934607316
bge-large-en-v1.5,0.2622009658553559,0.39085895779517943,0.304297184794295,1.0,0.2802591525965969,0.2695438350182587,0.27689505954790616,0.27067143111197106,0.2767458519047406,0.2812701675829156,0.28757406392723184,0.2809865763371215,0.2744253419768953,0.27905172261037486,0.37994597137149577,0.27453694661982436,0.2681877430063824,0.28761636140308083,0.2788857400435403
bge-small-en-v1.5,0.26543999750401015,0.2764614121361931,0.3107692549169682,0.2802591525965969,1.0,0.28260736392731367,0.2764836093749499,0.28203659312552426,0.28337865284343877,0.2812915382968878,0.2919661436411571,0.337492255888213,0.26632092251670875,0.26627208316777623,0.28390230927700894,0.2834661381697575,0.2715710307616452,0.281140082813365,0.2886052001770791
e5-base-v2,0.2897088025187627,0.27220687813506683,0.2993103200810433,0.2695438350182587,0.28260736392731367,1.0,0.32001740759908115,0.30524684191631,0.29958619696192323,0.28018898939125053,0.264913920486387,0.27531088239279655,0.28659050871087755,0.28722010340229737,0.27587310417124844,0.2902735046078243,0.28545145928795107,0.30481699025162834,0.3103664492505898
e5-large-v2,0.29785614394907717,0.27101465971814886,0.2939566164078351,0.27689505954790616,0.2764836093749499,0.32001740759908115,1.0,0.30643596706826065,0.3018761794831618,0.2755147003323317,0.2631842232227844,0.26111685385086325,0.2902761940713786,0.2911109712377681,0.2677129860370343,0.2813742411169321,0.27486830451505245,0.3054268778373531,0.2997870791983272
e5-small-v2,0.2958645093991241,0.2698969099211761,0.2812479090959634,0.27067143111197106,0.28203659312552426,0.30524684191631,0.30643596706826065,1.0,0.2923056288935186,0.26167001635029824,0.26866010602929,0.2616464470199355,0.27876639820184124,0.28579574071639585,0.2719392088869494,0.30004538368531547,0.29660796590218513,0.29655360885799625,0.2996867225877002
embed-english-v3.0,0.27669950380174113,0.2708940884707861,0.28670677777004183,0.2767458519047406,0.28337865284343877,0.29958619696192323,0.3018761794831618,0.2923056288935186,1.0,0.26845695396810176,0.25505590513005577,0.26960292067226155,0.29150456150134624,0.27626154895913574,0.2767347438228863,0.2711092290269991,0.26890238402134403,0.2923531959655898,0.28557196678296515
gte-base,0.26774615084756753,0.292463850019481,0.31177618175862115,0.2812701675829156,0.2812915382968878,0.28018898939125053,0.2755147003323317,0.26167001635029824,0.26845695396810176,1.0,0.30338319397091223,0.29992144448615,0.2772328259666968,0.2761226758760872,0.2875748505495645,0.2863045281288729,0.2665892390795077,0.29118499066424763,0.2895986839740993
