,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.10635669546462466,0.07375296691205245,0.10837689396076393,0.07326682081069073,0.11708502678094002,0.14327229917506026,0.08739530543414041,0.09172391734255854,0.09874898557067034,0.08618155503869479,0.09245648194332504,0.10295010041315494,0.11536344356905813,0.09266256321217824,0.08947553477583642,0.19677709257493115,0.1573233746115227
UAE-Large-V1,0.10635669546462466,1.0,0.12284759189679136,0.34519713454362616,0.11698949838716576,0.09259579619345949,0.10905509184883622,0.09209513909283124,0.1543243675325181,0.24765012092222263,0.17542891299252528,0.09527784201751553,0.11160384095851787,0.4165003894669961,0.12564603385545248,0.1004384650716707,0.10772254334111128,0.10040517115937829
bge-base-en-v1.5,0.07375296691205245,0.12284759189679136,1.0,0.10539315352178016,0.12384025595647832,0.09420261038751164,0.05989727753405909,0.06819532267296582,0.16024275000809432,0.12629293677361939,0.12153742490701257,0.09258340532468075,0.08668545459457584,0.11231458077904559,0.07509864837414834,0.0746794797305652,0.07028390231848447,0.08434010829140987
bge-large-en-v1.5,0.10837689396076393,0.34519713454362616,0.10539315352178016,1.0,0.09573406819230337,0.11086290732432458,0.09240847090637139,0.07270027887007782,0.13739133624809885,0.19988531697385398,0.13212893574068807,0.09537666890419129,0.09498768311918687,0.323619334759773,0.11107398054694903,0.09337112145795863,0.12447257027675188,0.10975347398157931
bge-small-en-v1.5,0.07326682081069073,0.11698949838716576,0.12384025595647832,0.09573406819230337,1.0,0.06844918775511533,0.07190371682908886,0.086332397493847,0.08719588376098451,0.10939193242092424,0.16308429026729598,0.09493925700105045,0.07711080092806194,0.11202645826212365,0.07120688066558387,0.05186189025893685,0.05233634657078092,0.06928873131102611
e5-base-v2,0.11708502678094002,0.09259579619345949,0.09420261038751164,0.11086290732432458,0.06844918775511533,1.0,0.1344255691655553,0.13488506190380978,0.14254924620581727,0.11306291545406816,0.10123450461858209,0.09818252482681462,0.08024647037784444,0.11308648772957261,0.08528157817773313,0.056861399758364274,0.10597480301392957,0.14933093611007447
e5-large-v2,0.14327229917506026,0.10905509184883622,0.05989727753405909,0.09240847090637139,0.07190371682908886,0.1344255691655553,1.0,0.14350112854811284,0.07391033288869646,0.09956611528147986,0.0894324772696836,0.09006391773532901,0.0968116124698906,0.10758347049110141,0.0940981424596057,0.08242719574407005,0.12528014412513688,0.10729421407815525
e5-small-v2,0.08739530543414041,0.09209513909283124,0.06819532267296582,0.07270027887007782,0.086332397493847,0.13488506190380978,0.14350112854811284,1.0,0.05084310156172722,0.06812450671585925,0.06705560738867017,0.06935087595603587,0.06134205315563212,0.07988480710923136,0.07016895323408465,0.06203232436213888,0.07747742592804975,0.07535458572989832
gte-base,0.09172391734255854,0.1543243675325181,0.16024275000809432,0.13739133624809885,0.08719588376098451,0.14254924620581727,0.07391033288869646,0.05084310156172722,1.0,0.19396045001395845,0.17648415576323628,0.11124090422857272,0.09358461683828595,0.1693482956683473,0.10002700172216156,0.08367507182461438,0.11582117048058091,0.12093347164064953
gte-large,0.09874898557067034,0.24765012092222263,0.12629293677361939,0.19988531697385398,0.10939193242092424,0.11306291545406816,0.09956611528147986,0.06812450671585925,0.19396045001395845,1.0,0.18455365428451664,0.10413233943127186,0.09994975762317397,0.2761981727115823,0.11558123008616797,0.09075645277543998,0.1217370984849751,0.12674607947641864
