,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.21385281385281385,0.11764740740740741,0.22335930735930737,0.1341142857142857,0.22393265993265993,0.30793012025012023,0.1857777777777778,0.17242176369183668,0.18159584415584415,0.1369158249158249,0.174031746031746,0.18373333333333336,0.24535257335257335,0.17850505050505053,0.1933121693121693,0.4251014911014911,0.32704954304954303
UAE-Large-V1,0.21385281385281385,1.0,0.22223953823953824,0.6125860751414036,0.2565396825396825,0.17661714285714286,0.21335392015392018,0.1833275613275613,0.29178543530543527,0.4879373929773929,0.3498286483886484,0.19804232804232805,0.2454025974025974,0.6905337099883085,0.2716377104377104,0.19322366522366521,0.21891678691678693,0.16657431457431457
bge-base-en-v1.5,0.11764740740740741,0.22223953823953824,1.0,0.18569408369408372,0.273701240981241,0.1878941798941799,0.09360846560846561,0.12467724867724866,0.32787205387205387,0.24476671476671477,0.24748917748917745,0.180013468013468,0.14153439153439154,0.2065858585858586,0.1321010101010101,0.12654834054834055,0.1021426455026455,0.15089506816514117
bge-large-en-v1.5,0.22335930735930737,0.6125860751414036,0.18569408369408372,1.0,0.2203915343915344,0.2296804232804233,0.18546455026455028,0.13353439153439153,0.28604813852813854,0.42386812890812886,0.24897604617604618,0.17084944684944683,0.19317845117845117,0.5672909010859376,0.22098343434343437,0.1822918326118326,0.27947282347282343,0.20196825396825396
bge-small-en-v1.5,0.1341142857142857,0.2565396825396825,0.273701240981241,0.2203915343915344,1.0,0.1394920634920635,0.12578739778739778,0.19254545454545455,0.1815026455026455,0.22504665704665705,0.35601154401154406,0.19499470899470897,0.16515343915343914,0.23226551226551223,0.15111111111111108,0.10949206349206349,0.07434920634920635,0.14277248677248677
e5-base-v2,0.22393265993265993,0.17661714285714286,0.1878941798941799,0.2296804232804233,0.1394920634920635,1.0,0.27496584896584897,0.2637617316017316,0.3418941798941799,0.2748802308802309,0.2004117364117364,0.19752958152958155,0.12445310245310245,0.22797460317460316,0.17394708994708996,0.07724386724386725,0.20076190476190475,0.3247878787878788
e5-large-v2,0.30793012025012023,0.21335392015392018,0.09360846560846561,0.18546455026455028,0.12578739778739778,0.27496584896584897,1.0,0.30558730158730163,0.13073496873496873,0.2047593650793651,0.16266647426647426,0.16403174603174606,0.18888888888888888,0.22558814814814818,0.21973448773448773,0.16432227032227031,0.2734785954785955,0.22128619528619528
e5-small-v2,0.1857777777777778,0.1833275613275613,0.12467724867724866,0.13353439153439153,0.19254545454545455,0.2637617316017316,0.30558730158730163,1.0,0.08856373256373257,0.12076479076479077,0.1095007215007215,0.11547089947089947,0.10476190476190478,0.14633092833092834,0.12352092352092353,0.09958441558441558,0.15903030303030305,0.16458201058201055
gte-base,0.17242176369183668,0.29178543530543527,0.32787205387205387,0.28604813852813854,0.1815026455026455,0.3418941798941799,0.13073496873496873,0.08856373256373257,1.0,0.3950339971139971,0.390876151996152,0.24327946127946126,0.17724675324675324,0.3458938335738335,0.2016911976911977,0.12153246753246753,0.2235401635401635,0.22349475709475708
gte-large,0.18159584415584415,0.4879373929773929,0.24476671476671477,0.42386812890812886,0.22504665704665705,0.2748802308802309,0.2047593650793651,0.12076479076479077,0.3950339971139971,1.0,0.3555723042029611,0.19803432419432418,0.20033381433381428,0.56359215007215,0.23597614237614237,0.17262703222703224,0.22399807599807597,0.25269718133718133
gte-small,0.1369158249158249,0.3498286483886484,0.24748917748917745,0.24897604617604618,0.35601154401154406,0.2004117364117364,0.16266647426647426,0.1095007215007215,0.390876151996152,0.3555723042029611,1.0,0.22108225108225107,0.12097354497354497,0.30628271284271286,0.1887484752284752,0.15822222222222224,0.14087830687830688,0.1658066378066378
gtr-t5-base,0.174031746031746,0.19804232804232805,0.180013468013468,0.17084944684944683,0.19499470899470897,0.19752958152958155,0.16403174603174606,0.11547089947089947,0.24327946127946126,0.19803432419432418,0.22108225108225107,1.0,0.46301037037037035,0.14137950937950938,0.3064357864357864,0.20572486772486773,0.21429591149591146,0.2497243674843675
gtr-t5-large,0.18373333333333336,0.2454025974025974,0.14153439153439154,0.19317845117845117,0.16515343915343914,0.12445310245310245,0.18888888888888888,0.10476190476190478,0.17724675324675324,0.20033381433381428,0.12097354497354497,0.46301037037037035,1.0,0.17062337662337662,0.23510726310726313,0.24053294853294852,0.25260059644059646,0.2729518037518038
mxbai-embed-large-v1,0.24535257335257335,0.6905337099883085,0.2065858585858586,0.5672909010859376,0.23226551226551223,0.22797460317460316,0.22558814814814818,0.14633092833092834,0.3458938335738335,0.56359215007215,0.30628271284271286,0.14137950937950938,0.17062337662337662,1.0,0.20448946608946605,0.16189310245310246,0.2093189033189033,0.1902881000481
sentence-t5-base,0.17850505050505053,0.2716377104377104,0.1321010101010101,0.22098343434343437,0.15111111111111108,0.17394708994708996,0.21973448773448773,0.12352092352092353,0.2016911976911977,0.23597614237614237,0.1887484752284752,0.3064357864357864,0.23510726310726313,0.20448946608946605,1.0,0.3204364405964406,0.23118903318903322,0.18506685906685905
sentence-t5-large,0.1933121693121693,0.19322366522366521,0.12654834054834055,0.1822918326118326,0.10949206349206349,0.07724386724386725,0.16432227032227031,0.09958441558441558,0.12153246753246753,0.17262703222703224,0.15822222222222224,0.20572486772486773,0.24053294853294852,0.16189310245310246,0.3204364405964406,1.0,0.23465127465127467,0.19950937950937953
text-embedding-3-large,0.4251014911014911,0.21891678691678693,0.1021426455026455,0.27947282347282343,0.07434920634920635,0.20076190476190475,0.2734785954785955,0.15903030303030305,0.2235401635401635,0.22399807599807597,0.14087830687830688,0.21429591149591146,0.25260059644059646,0.2093189033189033,0.23118903318903322,0.23465127465127467,1.0,0.42281577681577687
text-embedding-3-small,0.32704954304954303,0.16657431457431457,0.15089506816514117,0.20196825396825396,0.14277248677248677,0.3247878787878788,0.22128619528619528,0.16458201058201055,0.22349475709475708,0.25269718133718133,0.1658066378066378,0.2497243674843675,0.2729518037518038,0.1902881000481,0.18506685906685905,0.19950937950937953,0.42281577681577687,1.0
