,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.332,0.29600000000000004,0.38799999999999996,0.276,0.33199999999999996,0.24799999999999997,0.16,0.41200000000000003,0.296,0.252,0.248,0.22799999999999998,0.244,0.324,0.18799999999999997,0.256,0.41200000000000003,0.36
UAE-Large-V1,0.332,1.0,0.392,0.644,0.324,0.27599999999999997,0.252,0.17600000000000002,0.292,0.352,0.3439999999999999,0.348,0.204,0.212,0.7,0.244,0.292,0.34,0.308
bge-base-en-v1.5,0.29600000000000004,0.392,1.0,0.36,0.32799999999999996,0.30400000000000005,0.272,0.204,0.28400000000000003,0.37200000000000005,0.296,0.38,0.24,0.22,0.384,0.33599999999999997,0.24799999999999997,0.348,0.32799999999999996
bge-large-en-v1.5,0.38799999999999996,0.644,0.36,1.0,0.30800000000000005,0.276,0.23600000000000002,0.15600000000000003,0.33599999999999997,0.332,0.284,0.308,0.20799999999999996,0.22399999999999998,0.5640000000000001,0.20799999999999996,0.23199999999999998,0.37199999999999994,0.29600000000000004
bge-small-en-v1.5,0.276,0.324,0.32799999999999996,0.30800000000000005,1.0,0.26799999999999996,0.204,0.18,0.212,0.264,0.272,0.316,0.14800000000000002,0.156,0.332,0.21600000000000003,0.15600000000000003,0.292,0.23199999999999998
e5-base-v2,0.33199999999999996,0.27599999999999997,0.30400000000000005,0.276,0.26799999999999996,1.0,0.38,0.296,0.38799999999999996,0.33599999999999997,0.24,0.37200000000000005,0.19599999999999998,0.244,0.308,0.264,0.26,0.32,0.31200000000000006
e5-large-v2,0.24799999999999997,0.252,0.272,0.23600000000000002,0.204,0.38,1.0,0.28800000000000003,0.352,0.244,0.20799999999999996,0.284,0.156,0.184,0.24799999999999997,0.23200000000000004,0.244,0.324,0.292
e5-small-v2,0.16,0.17600000000000002,0.204,0.15600000000000003,0.18,0.296,0.28800000000000003,1.0,0.23199999999999998,0.16400000000000003,0.16,0.2,0.14,0.16,0.18,0.192,0.15200000000000002,0.22399999999999998,0.24
embed-english-v3.0,0.41200000000000003,0.292,0.28400000000000003,0.33599999999999997,0.212,0.38799999999999996,0.352,0.23199999999999998,1.0,0.32799999999999996,0.192,0.292,0.2,0.26799999999999996,0.29600000000000004,0.19200000000000003,0.264,0.44799999999999995,0.34
gte-base,0.296,0.352,0.37200000000000005,0.332,0.264,0.33599999999999997,0.244,0.16400000000000003,0.32799999999999996,1.0,0.42,0.5039999999999999,0.176,0.228,0.38799999999999996,0.188,0.212,0.268,0.22799999999999998
gte-large,0.252,0.3439999999999999,0.296,0.284,0.272,0.24,0.20799999999999996,0.16,0.192,0.42,1.0,0.368,0.17600000000000002,0.192,0.472,0.20799999999999996,0.15600000000000003,0.3,0.23600000000000002
gte-small,0.248,0.348,0.38,0.308,0.316,0.37200000000000005,0.284,0.2,0.292,0.5039999999999999,0.368,1.0,0.16399999999999998,0.23200000000000004,0.4,0.228,0.26,0.304,0.21600000000000003
gtr-t5-base,0.22799999999999998,0.204,0.24,0.20799999999999996,0.14800000000000002,0.19599999999999998,0.156,0.14,0.2,0.176,0.17600000000000002,0.16399999999999998,1.0,0.35600000000000004,0.19599999999999998,0.228,0.204,0.26,0.23600000000000002
gtr-t5-large,0.244,0.212,0.22,0.22399999999999998,0.156,0.244,0.184,0.16,0.26799999999999996,0.228,0.192,0.23200000000000004,0.35600000000000004,1.0,0.22399999999999998,0.256,0.212,0.27599999999999997,0.252
mxbai-embed-large-v1,0.324,0.7,0.384,0.5640000000000001,0.332,0.308,0.24799999999999997,0.18,0.29600000000000004,0.38799999999999996,0.472,0.4,0.19599999999999998,0.22399999999999998,1.0,0.228,0.252,0.344,0.324
sentence-t5-base,0.18799999999999997,0.244,0.33599999999999997,0.20799999999999996,0.21600000000000003,0.264,0.23200000000000004,0.192,0.19200000000000003,0.188,0.20799999999999996,0.228,0.228,0.256,0.228,1.0,0.32799999999999996,0.276,0.28
sentence-t5-large,0.256,0.292,0.24799999999999997,0.23199999999999998,0.15600000000000003,0.26,0.244,0.15200000000000002,0.264,0.212,0.15600000000000003,0.26,0.204,0.212,0.252,0.32799999999999996,1.0,0.308,0.256
text-embedding-3-large,0.41200000000000003,0.34,0.348,0.37199999999999994,0.292,0.32,0.324,0.22399999999999998,0.44799999999999995,0.268,0.3,0.304,0.26,0.27599999999999997,0.344,0.276,0.308,1.0,0.496
text-embedding-3-small,0.36,0.308,0.32799999999999996,0.29600000000000004,0.23199999999999998,0.31200000000000006,0.292,0.24,0.34,0.22799999999999998,0.23600000000000002,0.21600000000000003,0.23600000000000002,0.252,0.324,0.28,0.256,0.496,1.0
