,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.21255862352836538,0.2075504654430989,0.20499127882339413,0.14668375390797267,0.1837047260218664,0.11361932320173512,0.09577848319954439,0.2594445972046831,0.22194823868920072,0.20617399819300314,0.18120148477368006,0.1341426346748191,0.16177098159835765,0.22156957641959418,0.11681260951125243,0.1333334064934032,0.3242313431203792,0.26845265044780126
UAE-Large-V1,0.21255862352836538,1.0,0.28228068924096017,0.652334941019884,0.20526533765105623,0.1733253710549037,0.10639526963271997,0.09489348448954611,0.25542269086980757,0.29265319898869874,0.35370967121874985,0.24143992903060163,0.09182723653232966,0.11548487559288785,0.7813745639687357,0.10034071105253344,0.10192585422346374,0.23475741571637468,0.214942483878645
bge-base-en-v1.5,0.2075504654430989,0.28228068924096017,1.0,0.2531841673167933,0.20430324889961998,0.20698534649904107,0.14606391208646172,0.130274368517916,0.2572866602080229,0.41891142679969484,0.29936864898197313,0.26037202911522395,0.09037652363345648,0.11081674195057226,0.289032085531499,0.10461294056735303,0.1092143254007131,0.2452470399052292,0.2301556553707159
bge-large-en-v1.5,0.20499127882339413,0.652334941019884,0.2531841673167933,1.0,0.2102185696516253,0.16230211312612197,0.09060353755219937,0.08005565031775103,0.23597203025422897,0.2493462030740147,0.28197089642152967,0.20258386666616388,0.09240620724846645,0.11570385005481633,0.6175636633295023,0.09146094120940255,0.09581882179602262,0.22327022526269935,0.19972990220342215
bge-small-en-v1.5,0.14668375390797267,0.20526533765105623,0.20430324889961998,0.2102185696516253,1.0,0.13185589756579852,0.10099635103738488,0.09971930337156355,0.18280303913076257,0.1828967433423841,0.16152974655307553,0.22647315122502865,0.08497957398861353,0.10284049255858446,0.20068086970801283,0.09549215655720639,0.08664005462289996,0.16028165586704524,0.15213168230921845
e5-base-v2,0.1837047260218664,0.1733253710549037,0.20698534649904107,0.16230211312612197,0.13185589756579852,1.0,0.2457746542688185,0.22921520694552264,0.25075212043681305,0.19864615757925383,0.18851691278446236,0.18088508917649965,0.10990910962565371,0.12702131670717934,0.18329215296723064,0.12648382382943846,0.12315676546397462,0.20308208709797104,0.20353156106596398
e5-large-v2,0.11361932320173512,0.10639526963271997,0.14606391208646172,0.09060353755219937,0.10099635103738488,0.2457746542688185,1.0,0.24370511535103148,0.23364809955197374,0.1347464006159484,0.1495013426306144,0.14833302155326292,0.07867815218224045,0.09085777292276392,0.11306975290163246,0.10651732376232148,0.10263378269705775,0.14676376338724897,0.16352488426457382
e5-small-v2,0.09577848319954439,0.09489348448954611,0.130274368517916,0.08005565031775103,0.09971930337156355,0.22921520694552264,0.24370511535103148,1.0,0.144447679094124,0.11775762569268425,0.12299128517377389,0.13557699371683365,0.07412831038781477,0.08158625790825187,0.09789706672018406,0.10348101052248626,0.09219704187616172,0.13125407026265062,0.13692336047693313
embed-english-v3.0,0.2594445972046831,0.25542269086980757,0.2572866602080229,0.23597203025422897,0.18280303913076257,0.25075212043681305,0.23364809955197374,0.144447679094124,1.0,0.2707650507095116,0.2568468866131539,0.2461302289286406,0.12815399566139216,0.15775588125506768,0.2673880562108895,0.1321888422146645,0.1353446688958578,0.2703383052390038,0.2712355424210161
gte-base,0.22194823868920072,0.29265319898869874,0.41891142679969484,0.2493462030740147,0.1828967433423841,0.19864615757925383,0.1347464006159484,0.11775762569268425,0.2707650507095116,1.0,0.42985034315844184,0.35110459007380823,0.08524644590785138,0.10834176702946635,0.31244277195049674,0.10930590258360778,0.11441214470011415,0.2662846081673581,0.24973461502294
