,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.2903174603174603,0.25999999999999995,0.30253968253968255,0.20396825396825397,0.30301587301587296,0.28079365079365076,0.2198412698412698,0.36047619047619045,0.29285714285714287,0.29095238095238096,0.17761904761904762,0.25301587301587297,0.30777777777777776,0.28476190476190477,0.13698412698412699,0.18460317460317457,0.5007936507936508,0.3323809523809524
UAE-Large-V1,0.2903174603174603,1.0,0.37,0.6361904761904762,0.28523809523809524,0.27968253968253964,0.22873015873015867,0.22126984126984126,0.32492063492063494,0.36047619047619045,0.4066666666666666,0.23222222222222222,0.22126984126984126,0.24825396825396823,0.8304761904761905,0.14,0.14666666666666667,0.3196825396825396,0.31111111111111106
bge-base-en-v1.5,0.25999999999999995,0.37,1.0,0.3473015873015873,0.31571428571428567,0.2973015873015873,0.22412698412698412,0.20428571428571426,0.37523809523809526,0.4220634920634921,0.27888888888888885,0.2811111111111111,0.21920634920634918,0.21666666666666667,0.35095238095238096,0.13984126984126985,0.13825396825396827,0.316031746031746,0.28555555555555556
bge-large-en-v1.5,0.30253968253968255,0.6361904761904762,0.3473015873015873,1.0,0.30476190476190473,0.24857142857142855,0.2341269841269841,0.20682539682539683,0.3,0.31936507936507935,0.33857142857142863,0.20238095238095233,0.19984126984126982,0.23587301587301585,0.6225396825396825,0.13158730158730159,0.13380952380952382,0.30999999999999994,0.28555555555555556
bge-small-en-v1.5,0.20396825396825397,0.28523809523809524,0.31571428571428567,0.30476190476190473,1.0,0.23666666666666664,0.18920634920634918,0.16698412698412696,0.276031746031746,0.23333333333333328,0.20460317460317456,0.24507936507936506,0.1798412698412698,0.17698412698412697,0.2606349206349206,0.11666666666666668,0.12428571428571428,0.2238095238095238,0.2546031746031746
e5-base-v2,0.30301587301587296,0.27968253968253964,0.2973015873015873,0.24857142857142855,0.23666666666666664,1.0,0.31063492063492065,0.2903174603174603,0.41349206349206347,0.26269841269841265,0.26936507936507936,0.21476190476190474,0.17857142857142855,0.2438095238095238,0.2892063492063492,0.13047619047619047,0.18253968253968253,0.34793650793650793,0.31015873015873013
e5-large-v2,0.28079365079365076,0.22873015873015867,0.22412698412698412,0.2341269841269841,0.18920634920634918,0.31063492063492065,1.0,0.25206349206349205,0.3365079365079364,0.1884126984126984,0.21698412698412695,0.15126984126984128,0.16158730158730158,0.19015873015873017,0.23317460317460317,0.10444444444444445,0.13142857142857145,0.28349206349206346,0.2549206349206349
e5-small-v2,0.2198412698412698,0.22126984126984126,0.20428571428571426,0.20682539682539683,0.16698412698412696,0.2903174603174603,0.25206349206349205,1.0,0.2698412698412699,0.19095238095238096,0.20761904761904762,0.14809523809523809,0.14222222222222222,0.16841269841269843,0.22841269841269837,0.12714285714285714,0.12365079365079365,0.2579365079365079,0.21015873015873013
embed-english-v3.0,0.36047619047619045,0.32492063492063494,0.37523809523809526,0.3,0.276031746031746,0.41349206349206347,0.3365079365079364,0.2698412698412699,1.0,0.3295238095238095,0.28428571428571425,0.23253968253968252,0.21015873015873016,0.2565079365079365,0.3138095238095238,0.14587301587301588,0.17365079365079364,0.39285714285714285,0.36269841269841263
gte-base,0.29285714285714287,0.36047619047619045,0.4220634920634921,0.31936507936507935,0.23333333333333328,0.26269841269841265,0.1884126984126984,0.19095238095238096,0.3295238095238095,1.0,0.47650793650793644,0.34666666666666673,0.1822222222222222,0.21285714285714286,0.3911111111111111,0.11714285714285713,0.1526984126984127,0.3406349206349206,0.29952380952380947
gte-large,0.29095238095238096,0.4066666666666666,0.27888888888888885,0.33857142857142863,0.20460317460317456,0.26936507936507936,0.21698412698412695,0.20761904761904762,0.28428571428571425,0.47650793650793644,1.0,0.30904761904761907,0.1415873015873016,0.2084126984126984,0.4334920634920635,0.0788888888888889,0.11936507936507935,0.33698412698412694,0.28904761904761905
gte-small,0.17761904761904762,0.23222222222222222,0.2811111111111111,0.20238095238095233,0.24507936507936506,0.21476190476190474,0.15126984126984128,0.14809523809523809,0.23253968253968252,0.34666666666666673,0.30904761904761907,1.0,0.11523809523809522,0.13349206349206347,0.24333333333333335,0.08333333333333331,0.11714285714285713,0.2014285714285714,0.21079365079365076
gtr-t5-base,0.25301587301587297,0.22126984126984126,0.21920634920634918,0.19984126984126982,0.1798412698412698,0.17857142857142855,0.16158730158730158,0.14222222222222222,0.21015873015873016,0.1822222222222222,0.1415873015873016,0.11523809523809522,1.0,0.34507936507936504,0.20698412698412696,0.13365079365079366,0.1496825396825397,0.2157142857142857,0.203015873015873
gtr-t5-large,0.30777777777777776,0.24825396825396823,0.21666666666666667,0.23587301587301585,0.17698412698412697,0.2438095238095238,0.19015873015873017,0.16841269841269843,0.2565079365079365,0.21285714285714286,0.2084126984126984,0.13349206349206347,0.34507936507936504,1.0,0.23634920634920634,0.13365079365079363,0.18952380952380948,0.3138095238095238,0.2657142857142857
mxbai-embed-large-v1,0.28476190476190477,0.8304761904761905,0.35095238095238096,0.6225396825396825,0.2606349206349206,0.2892063492063492,0.23317460317460317,0.22841269841269837,0.3138095238095238,0.3911111111111111,0.4334920634920635,0.24333333333333335,0.20698412698412696,0.23634920634920634,1.0,0.1288888888888889,0.14666666666666667,0.3376190476190476,0.3341269841269841
sentence-t5-base,0.13698412698412699,0.14,0.13984126984126985,0.13158730158730159,0.11666666666666668,0.13047619047619047,0.10444444444444445,0.12714285714285714,0.14587301587301588,0.11714285714285713,0.0788888888888889,0.08333333333333331,0.13365079365079366,0.13365079365079363,0.1288888888888889,1.0,0.24904761904761905,0.1415873015873016,0.13714285714285712
