,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.304,0.30400000000000005,0.336,0.22399999999999998,0.288,0.272,0.18,0.396,0.264,0.22799999999999998,0.11200000000000002,0.29200000000000004,0.32799999999999996,0.316,0.184,0.176,0.596,0.504
UAE-Large-V1,0.304,1.0,0.424,0.56,0.252,0.272,0.23200000000000004,0.20000000000000004,0.308,0.31200000000000006,0.31999999999999995,0.22,0.2,0.22799999999999998,0.768,0.16,0.16,0.348,0.304
bge-base-en-v1.5,0.30400000000000005,0.424,1.0,0.332,0.32799999999999996,0.316,0.27999999999999997,0.26,0.37199999999999994,0.436,0.292,0.228,0.176,0.24,0.43199999999999994,0.20800000000000002,0.18400000000000002,0.33599999999999997,0.28
bge-large-en-v1.5,0.336,0.56,0.332,1.0,0.3,0.288,0.22,0.188,0.308,0.28800000000000003,0.26799999999999996,0.2,0.256,0.28800000000000003,0.484,0.16,0.16,0.296,0.32799999999999996
bge-small-en-v1.5,0.22399999999999998,0.252,0.32799999999999996,0.3,1.0,0.27599999999999997,0.252,0.16,0.268,0.20800000000000002,0.21200000000000002,0.32799999999999996,0.16,0.144,0.252,0.12,0.14,0.21600000000000003,0.24799999999999997
e5-base-v2,0.288,0.272,0.316,0.288,0.27599999999999997,1.0,0.332,0.3,0.42399999999999993,0.30399999999999994,0.228,0.2,0.196,0.24799999999999997,0.32,0.144,0.19599999999999998,0.36,0.36
e5-large-v2,0.272,0.23200000000000004,0.27999999999999997,0.22,0.252,0.332,1.0,0.256,0.39199999999999996,0.26,0.20800000000000002,0.16,0.21600000000000003,0.22,0.26,0.14,0.196,0.36400000000000005,0.332
e5-small-v2,0.18,0.20000000000000004,0.26,0.188,0.16,0.3,0.256,1.0,0.26,0.22399999999999998,0.152,0.10800000000000001,0.15999999999999998,0.22400000000000003,0.22000000000000003,0.184,0.16799999999999998,0.308,0.264
embed-english-v3.0,0.396,0.308,0.37199999999999994,0.308,0.268,0.42399999999999993,0.39199999999999996,0.26,1.0,0.32,0.248,0.168,0.244,0.284,0.308,0.196,0.22,0.484,0.428
gte-base,0.264,0.31200000000000006,0.436,0.28800000000000003,0.20800000000000002,0.30399999999999994,0.26,0.22399999999999998,0.32,1.0,0.484,0.26,0.192,0.256,0.37200000000000005,0.14,0.16399999999999998,0.34,0.304
gte-large,0.22799999999999998,0.31999999999999995,0.292,0.26799999999999996,0.21200000000000002,0.228,0.20800000000000002,0.152,0.248,0.484,1.0,0.26,0.16,0.2,0.36,0.11200000000000002,0.14,0.264,0.248
gte-small,0.11200000000000002,0.22,0.228,0.2,0.32799999999999996,0.2,0.16,0.10800000000000001,0.168,0.26,0.26,1.0,0.092,0.08,0.23600000000000002,0.09600000000000002,0.10800000000000001,0.136,0.152
gtr-t5-base,0.29200000000000004,0.2,0.176,0.256,0.16,0.196,0.21600000000000003,0.15999999999999998,0.244,0.192,0.16,0.092,1.0,0.352,0.192,0.16399999999999998,0.16399999999999998,0.27599999999999997,0.264
gtr-t5-large,0.32799999999999996,0.22799999999999998,0.24,0.28800000000000003,0.144,0.24799999999999997,0.22,0.22400000000000003,0.284,0.256,0.2,0.08,0.352,1.0,0.22399999999999998,0.184,0.2,0.36,0.33599999999999997
mxbai-embed-large-v1,0.316,0.768,0.43199999999999994,0.484,0.252,0.32,0.26,0.22000000000000003,0.308,0.37200000000000005,0.36,0.23600000000000002,0.192,0.22399999999999998,1.0,0.172,0.16,0.368,0.32400000000000007
sentence-t5-base,0.184,0.16,0.20800000000000002,0.16,0.12,0.144,0.14,0.184,0.196,0.14,0.11200000000000002,0.09600000000000002,0.16399999999999998,0.184,0.172,1.0,0.236,0.20000000000000004,0.2
sentence-t5-large,0.176,0.16,0.18400000000000002,0.16,0.14,0.19599999999999998,0.196,0.16799999999999998,0.22,0.16399999999999998,0.14,0.10800000000000001,0.16399999999999998,0.2,0.16,0.236,1.0,0.19200000000000003,0.212
text-embedding-3-large,0.596,0.348,0.33599999999999997,0.296,0.21600000000000003,0.36,0.36400000000000005,0.308,0.484,0.34,0.264,0.136,0.27599999999999997,0.36,0.368,0.20000000000000004,0.19200000000000003,1.0,0.576
text-embedding-3-small,0.504,0.304,0.28,0.32799999999999996,0.24799999999999997,0.36,0.332,0.264,0.428,0.304,0.248,0.152,0.264,0.33599999999999997,0.32400000000000007,0.2,0.212,0.576,1.0
