,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.2133938623722886,0.20696605148964967,0.20891745238772322,0.15017600663889094,0.18929091133268486,0.11968071786674002,0.0932024978858309,0.2806284130781103,0.2069071673546353,0.19727612120304264,0.1767790917376106,0.1415915329438279,0.1809700901865831,0.2144063889365021,0.1108634016902512,0.12433990027383572,0.3164794652121872,0.26762124250530556
UAE-Large-V1,0.2133938623722886,1.0,0.2897896729793482,0.6192334336918687,0.20294922656214404,0.18363832437348704,0.11678417008572087,0.09555224170635804,0.25996601691833676,0.28310522899969115,0.35057064678813143,0.22774300101676098,0.10011328128564005,0.1260650131735763,0.7803039264168795,0.09124580584039661,0.08761743994856604,0.22224113443078092,0.2069890009398725
bge-base-en-v1.5,0.20696605148964967,0.2897896729793482,1.0,0.2605858951499168,0.2034596851939176,0.1986228510339571,0.1425048350077983,0.12306904647973059,0.24969253503734717,0.4130938588866638,0.2940793338822865,0.23104862492925157,0.10424405557187638,0.11841242380155408,0.28584530437559996,0.09407058944092346,0.10311974786765461,0.2415642222260056,0.22962494212799403
bge-large-en-v1.5,0.20891745238772322,0.6192334336918687,0.2605858951499168,1.0,0.20917229969959597,0.15911452479727098,0.09522633984602002,0.08213081449154208,0.2483100844459999,0.2487497959159206,0.26939352309113956,0.19123227745133028,0.1012364657685324,0.12273579437573494,0.5980710803621381,0.0875694346743192,0.08724819641335815,0.21434434657259113,0.1858351963110866
bge-small-en-v1.5,0.15017600663889094,0.20294922656214404,0.2034596851939176,0.20917229969959597,1.0,0.13506406602687857,0.10015127013270003,0.09831602468025791,0.18396886975061144,0.17813037187139127,0.1617753843353148,0.2064122436460661,0.08310628803480949,0.10217606611719308,0.19329733799619275,0.09037851644985788,0.0822597603446061,0.15969891489617064,0.1551351673344949
e5-base-v2,0.18929091133268486,0.18363832437348704,0.1986228510339571,0.15911452479727098,0.13506406602687857,1.0,0.2357542719951047,0.21748769394022577,0.24785277419109852,0.20498471480828123,0.1817140044576247,0.16116731880325694,0.11854922733106242,0.14039202261950293,0.18696449410578883,0.1194455550124856,0.11352848106854088,0.20790675806955827,0.2071423683793445
e5-large-v2,0.11968071786674002,0.11678417008572087,0.1425048350077983,0.09522633984602002,0.10015127013270003,0.2357542719951047,1.0,0.21247083060058736,0.223753528047164,0.13489570092561953,0.1473360745098038,0.1300700341609422,0.08244935217011021,0.0966782929923127,0.12076565751823526,0.10054298953932767,0.10836047746442874,0.14258751089049673,0.1590843638392857
e5-small-v2,0.0932024978858309,0.09555224170635804,0.12306904647973059,0.08213081449154208,0.09831602468025791,0.21748769394022577,0.21247083060058736,1.0,0.13312780839335253,0.11205082610545106,0.11173713933082366,0.11602780674108994,0.07831358460932232,0.08314853837084747,0.1019020125690118,0.09269686932264933,0.08386555600355919,0.1306624161755637,0.14107747715892116
embed-english-v3.0,0.2806284130781103,0.25996601691833676,0.24969253503734717,0.2483100844459999,0.18396886975061144,0.24785277419109852,0.223753528047164,0.13312780839335253,1.0,0.249163962657223,0.25187710214646736,0.22074726586616136,0.13019182778609573,0.1690632991798515,0.26827927939915813,0.12114612282214217,0.12691662175127952,0.2583121055285473,0.26193938134759415
gte-base,0.2069071673546353,0.28310522899969115,0.4130938588866638,0.2487497959159206,0.17813037187139127,0.20498471480828123,0.13489570092561953,0.11205082610545106,0.249163962657223,1.0,0.410209724924881,0.30148737464109787,0.09436531506865256,0.12171416564216683,0.3038788764528335,0.09787736186729391,0.10467933932810355,0.2467040708641005,0.23636629534971654
gte-large,0.19727612120304264,0.35057064678813143,0.2940793338822865,0.26939352309113956,0.1617753843353148,0.1817140044576247,0.1473360745098038,0.11173713933082366,0.25187710214646736,0.410209724924881,1.0,0.3215684240147286,0.091431070578573,0.1112497905285633,0.37848146280037814,0.09669454362356737,0.10268931826761275,0.24328398793557202,0.23110948981099796
gte-small,0.1767790917376106,0.22774300101676098,0.23104862492925157,0.19123227745133028,0.2064122436460661,0.16116731880325694,0.1300700341609422,0.11602780674108994,0.22074726586616136,0.30148737464109787,0.3215684240147286,1.0,0.07777278779587647,0.0979384793536689,0.2461306849134964,0.09202772913277114,0.09226105697429916,0.18467010037461867,0.20282820871891563
gtr-t5-base,0.1415915329438279,0.10011328128564005,0.10424405557187638,0.1012364657685324,0.08310628803480949,0.11854922733106242,0.08244935217011021,0.07831358460932232,0.13019182778609573,0.09436531506865256,0.091431070578573,0.07777278779587647,1.0,0.2441500326292596,0.09983911067403625,0.1328619141333138,0.10208608618209893,0.12209033209692065,0.13155743287239313
gtr-t5-large,0.1809700901865831,0.1260650131735763,0.11841242380155408,0.12273579437573494,0.10217606611719308,0.14039202261950293,0.0966782929923127,0.08314853837084747,0.1690632991798515,0.12171416564216683,0.1112497905285633,0.0979384793536689,0.2441500326292596,1.0,0.12516795085198484,0.1098526149498414,0.13560391295166407,0.1556008397552874,0.1507809153209139
mxbai-embed-large-v1,0.2144063889365021,0.7803039264168795,0.28584530437559996,0.5980710803621381,0.19329733799619275,0.18696449410578883,0.12076565751823526,0.1019020125690118,0.26827927939915813,0.3038788764528335,0.37848146280037814,0.2461306849134964,0.09983911067403625,0.12516795085198484,1.0,0.09335888282523401,0.09191879432991457,0.22987819424312445,0.210143853560891
sentence-t5-base,0.1108634016902512,0.09124580584039661,0.09407058944092346,0.0875694346743192,0.09037851644985788,0.1194455550124856,0.10054298953932767,0.09269686932264933,0.12114612282214217,0.09787736186729391,0.09669454362356737,0.09202772913277114,0.1328619141333138,0.1098526149498414,0.09335888282523401,1.0,0.2476112544008727,0.1114558082102329,0.11774684220257592
sentence-t5-large,0.12433990027383572,0.08761743994856604,0.10311974786765461,0.08724819641335815,0.0822597603446061,0.11352848106854088,0.10836047746442874,0.08386555600355919,0.12691662175127952,0.10467933932810355,0.10268931826761275,0.09226105697429916,0.10208608618209893,0.13560391295166407,0.09191879432991457,0.2476112544008727,1.0,0.11888274453073558,0.12772545575998184
text-embedding-3-large,0.3164794652121872,0.22224113443078092,0.2415642222260056,0.21434434657259113,0.15969891489617064,0.20790675806955827,0.14258751089049673,0.1306624161755637,0.2583121055285473,0.2467040708641005,0.24328398793557202,0.18467010037461867,0.12209033209692065,0.1556008397552874,0.22987819424312445,0.1114558082102329,0.11888274453073558,1.0,0.34701047427756315
