,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.394271750244889,0.4748111634243022,0.39351980001615045,0.4027917267917268,0.5389132197891322,0.3378994901394901,0.32063684463684466,0.5574294806248091,0.37974556998556996,0.4232161616161616,0.323392861952862,0.34785356238786896,0.48695829732851637,0.3907836117167504,0.3075382010582011,0.3836359788359788,0.5230107776408507,0.4864318272049659
UAE-Large-V1,0.394271750244889,1.0,0.6084068879268879,0.7048846032799319,0.46940298220298227,0.4996565656565657,0.355348379028379,0.38396198172198176,0.3425461087061087,0.5108008465608466,0.5115563740287828,0.4664721885521886,0.30110144194815724,0.3046695316038382,0.8051229576263154,0.254029822029822,0.2986745935545936,0.38346125839556494,0.36448781875059255
bge-base-en-v1.5,0.4748111634243022,0.6084068879268879,1.0,0.531399517595138,0.5501283694083695,0.5802725156325157,0.41643784806704515,0.47291659451659457,0.46439926887926897,0.4873515282122582,0.5077925925925926,0.4608516095961352,0.3473371321838475,0.35968355757786413,0.6438693217893219,0.38254807118807116,0.33695222703222705,0.4665964580107646,0.4572092809920547
bge-large-en-v1.5,0.39351980001615045,0.7048846032799319,0.531399517595138,1.0,0.4437643097643098,0.4841093602693603,0.38213310245310245,0.3768667628667629,0.36090101010101017,0.4499571573924859,0.47362455475856935,0.42827429470232387,0.3105799040105609,0.31348277912949446,0.6907324001221812,0.2805945165945166,0.31217381433381436,0.3590800495746482,0.37040585907739193
bge-small-en-v1.5,0.4027917267917268,0.46940298220298227,0.5501283694083695,0.4437643097643098,1.0,0.408842481962482,0.31541602693602694,0.3687763347763348,0.3270870610870611,0.3618008658008658,0.43010812890812894,0.40355497835497833,0.3492275132275132,0.36011955747955754,0.5008430976430976,0.2956551803751804,0.2724367484367485,0.34381144781144785,0.29738385762385766
e5-base-v2,0.5389132197891322,0.4996565656565657,0.5802725156325157,0.4841093602693603,0.408842481962482,1.0,0.486920295060441,0.5355443963443963,0.5290944391429062,0.43273074744665985,0.41014141414141414,0.4529162097162097,0.3619336219336219,0.4112394035594036,0.5647407407407408,0.3841290084017091,0.4297166714766715,0.4917060894660895,0.5047930735930736
e5-large-v2,0.3378994901394901,0.355348379028379,0.41643784806704515,0.38213310245310245,0.31541602693602694,0.486920295060441,1.0,0.47459497835497844,0.39886976430976434,0.3998788263588263,0.3362330351130351,0.36697812409812414,0.23587994227994227,0.3003295815295816,0.380252506012506,0.27305997113997116,0.3213663492063492,0.4333507647907648,0.4090677825877826
e5-small-v2,0.32063684463684466,0.38396198172198176,0.47291659451659457,0.3768667628667629,0.3687763347763348,0.5355443963443963,0.47459497835497844,1.0,0.42544300144300146,0.3081491486291486,0.35625627705627705,0.31993650793650796,0.2486310726310726,0.27256784992784994,0.4189403367003367,0.3033713131313131,0.3264742664742664,0.4405483405483406,0.4255026455026455
embed-english-v3.0,0.5574294806248091,0.3425461087061087,0.46439926887926897,0.36090101010101017,0.3270870610870611,0.5290944391429062,0.39886976430976434,0.42544300144300146,1.0,0.45788615441870917,0.3586125637325637,0.3317625012025012,0.34220190476190476,0.3876974660052032,0.3381999037999038,0.3328359954076743,0.39782911014911015,0.6340099253220421,0.49750014430014433
gte-base,0.37974556998556996,0.5108008465608466,0.4873515282122582,0.4499571573924859,0.3618008658008658,0.43273074744665985,0.3998788263588263,0.3081491486291486,0.45788615441870917,1.0,0.5139013677968423,0.5174464736345028,0.2750880230880231,0.3143306974506975,0.5340080808080808,0.29383715219627626,0.3396713035113036,0.41827024531024526,0.3760959596661786
gte-large,0.4232161616161616,0.5115563740287828,0.5077925925925926,0.47362455475856935,0.43010812890812894,0.41014141414141414,0.3362330351130351,0.35625627705627705,0.3586125637325637,0.5139013677968423,1.0,0.4990597017797018,0.29430914862914864,0.29962312650312645,0.5701611007538014,0.3754083694083694,0.2360988936988937,0.40156136604136605,0.3412322077922078
gte-small,0.323392861952862,0.4664721885521886,0.4608516095961352,0.42827429470232387,0.40355497835497833,0.4529162097162097,0.36697812409812414,0.31993650793650796,0.3317625012025012,0.5174464736345028,0.4990597017797018,1.0,0.26517113997114,0.3376517941317941,0.5034625108225108,0.34153381433381436,0.2932759851556932,0.33071849927849933,0.3460436363636364
gtr-t5-base,0.34785356238786896,0.30110144194815724,0.3473371321838475,0.3105799040105609,0.3492275132275132,0.3619336219336219,0.23587994227994227,0.2486310726310726,0.34220190476190476,0.2750880230880231,0.29430914862914864,0.26517113997114,1.0,0.4806140978783315,0.2926937074604228,0.3207654449254449,0.30997872053872055,0.3324443250720623,0.35559282670289977
gtr-t5-large,0.48695829732851637,0.3046695316038382,0.35968355757786413,0.31348277912949446,0.36011955747955754,0.4112394035594036,0.3003295815295816,0.27256784992784994,0.3876974660052032,0.3143306974506975,0.29962312650312645,0.3376517941317941,0.4806140978783315,1.0,0.3755552266495332,0.36062083694083696,0.37511049936276214,0.36862516327684214,0.4130223421563568
mxbai-embed-large-v1,0.3907836117167504,0.8051229576263154,0.6438693217893219,0.6907324001221812,0.5008430976430976,0.5647407407407408,0.380252506012506,0.4189403367003367,0.3381999037999038,0.5340080808080808,0.5701611007538014,0.5034625108225108,0.2926937074604228,0.3755552266495332,1.0,0.2987032227032227,0.2925639634439634,0.404491561425868,0.4174411617039354
sentence-t5-base,0.3075382010582011,0.254029822029822,0.38254807118807116,0.2805945165945166,0.2956551803751804,0.3841290084017091,0.27305997113997116,0.3033713131313131,0.3328359954076743,0.29383715219627626,0.3754083694083694,0.34153381433381436,0.3207654449254449,0.36062083694083696,0.2987032227032227,1.0,0.49034086011312283,0.3370664357864357,0.3771551707551707
sentence-t5-large,0.3836359788359788,0.2986745935545936,0.33695222703222705,0.31217381433381436,0.2724367484367485,0.4297166714766715,0.3213663492063492,0.3264742664742664,0.39782911014911015,0.3396713035113036,0.2360988936988937,0.2932759851556932,0.30997872053872055,0.37511049936276214,0.2925639634439634,0.49034086011312283,1.0,0.4258478114478115,0.3532918518518518
text-embedding-3-large,0.5230107776408507,0.38346125839556494,0.4665964580107646,0.3590800495746482,0.34381144781144785,0.4917060894660895,0.4333507647907648,0.4405483405483406,0.6340099253220421,0.41827024531024526,0.40156136604136605,0.33071849927849933,0.3324443250720623,0.36862516327684214,0.404491561425868,0.3370664357864357,0.4258478114478115,1.0,0.5581201551840969
text-embedding-3-small,0.4864318272049659,0.36448781875059255,0.4572092809920547,0.37040585907739193,0.29738385762385766,0.5047930735930736,0.4090677825877826,0.4255026455026455,0.49750014430014433,0.3760959596661786,0.3412322077922078,0.3460436363636364,0.35559282670289977,0.4130223421563568,0.4174411617039354,0.3771551707551707,0.3532918518518518,0.5581201551840969,1.0
