,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.2060538134422279,0.19190474926570442,0.2027012765440336,0.17906685890460292,0.20258023516869436,0.1897793287635356,0.15172684673637357,0.19587845788799488,0.21731797835547653,0.19078313681765707,0.1789435549056765,0.21138020228405782,0.21249365419276983,0.19107274829820578,0.1941005847216303,0.31894083642680837,0.28113237841258365
UAE-Large-V1,0.2060538134422279,1.0,0.313200547524065,0.69524256857265,0.2759456796141442,0.23038416349537538,0.19049858677567105,0.1522856181106018,0.32150813956549834,0.47465744926551906,0.3274539276345484,0.17639378105478676,0.1869625512191998,0.753730031701695,0.22372574841786555,0.20976955098208133,0.25981041564427854,0.2811135127296569
bge-base-en-v1.5,0.19190474926570442,0.313200547524065,1.0,0.3008348257667944,0.2787331627485954,0.22841273533177536,0.18442098878744514,0.15599171982718826,0.4001940872511959,0.3255678691457422,0.2919571923910354,0.1730432043590531,0.18388241744114706,0.31403126379446783,0.2035346936010818,0.18154001563297775,0.23894452691285908,0.25873681932555004
bge-large-en-v1.5,0.2027012765440336,0.69524256857265,0.3008348257667944,1.0,0.25475877903154776,0.23641829330688802,0.18735096153759997,0.14354634559285354,0.3108486542811902,0.43258145100684936,0.30022980247387815,0.17566323348005666,0.18490845994762783,0.6667397788069187,0.21773896234916149,0.21059492726561757,0.26409906768303865,0.2810982366884312
bge-small-en-v1.5,0.17906685890460292,0.2759456796141442,0.2787331627485954,0.25475877903154776,1.0,0.20077281893803733,0.1721679632792033,0.16922149772829329,0.23977449937860904,0.2686367268054594,0.37838399685701823,0.16288162138102485,0.1700694536522325,0.26877360303981773,0.19080150297979992,0.16050677232052343,0.19264067467194537,0.21927587841231821
e5-base-v2,0.20258023516869436,0.23038416349537538,0.22841273533177536,0.23641829330688802,0.20077281893803733,1.0,0.298934632063539,0.22626852750803117,0.2405214171260673,0.24216872651827878,0.22880067135143276,0.18344651265451933,0.18663504265680295,0.24156744662707283,0.21235347284632844,0.20177590952668759,0.23854140334175336,0.255384999008404
e5-large-v2,0.1897793287635356,0.19049858677567105,0.18442098878744514,0.18735096153759997,0.1721679632792033,0.298934632063539,1.0,0.2481965927908787,0.17684199844142234,0.19191168749232335,0.1788116537164523,0.14950540681822663,0.1659132537159718,0.19663102178847974,0.17407097128570545,0.16836547754786493,0.19755288805890106,0.20921836867848673
e5-small-v2,0.15172684673637357,0.1522856181106018,0.15599171982718826,0.14354634559285354,0.16922149772829329,0.22626852750803117,0.2481965927908787,1.0,0.1338540593735543,0.1501507398613543,0.1538333372535692,0.12222487241800704,0.1282070876408815,0.15002177568027877,0.12841880924724813,0.11669296025648199,0.1425203387774243,0.1608132365389894
gte-base,0.19587845788799488,0.32150813956549834,0.4001940872511959,0.3108486542811902,0.23977449937860904,0.2405214171260673,0.17684199844142234,0.1338540593735543,1.0,0.4336444370351383,0.38088646695238426,0.18187893135420238,0.18517304219881253,0.3525358580454445,0.23457497741061709,0.2233624958357614,0.27317346471127124,0.29235764302641704
gte-large,0.21731797835547653,0.47465744926551906,0.3255678691457422,0.43258145100684936,0.2686367268054594,0.24216872651827878,0.19191168749232335,0.1501507398613543,0.4336444370351383,1.0,0.4057979457161768,0.18899255119246727,0.19609628074071675,0.5217365103177132,0.24472008610248955,0.23314900395848315,0.2924195836334373,0.31433811808701884
gte-small,0.19078313681765707,0.3274539276345484,0.2919571923910354,0.30022980247387815,0.37838399685701823,0.22880067135143276,0.1788116537164523,0.1538333372535692,0.38088646695238426,0.4057979457161768,1.0,0.18049442443054567,0.1763081756528814,0.3486687464913033,0.23895352803760248,0.21077968208816752,0.2383409555878821,0.27801540439388167
gtr-t5-base,0.1789435549056765,0.17639378105478676,0.1730432043590531,0.17566323348005666,0.16288162138102485,0.18344651265451933,0.14950540681822663,0.12222487241800704,0.18187893135420238,0.18899255119246727,0.18049442443054567,1.0,0.3061608503963388,0.18083883744216372,0.2458779902003521,0.20549148779360554,0.20548142177015563,0.21561347077591417
gtr-t5-large,0.21138020228405782,0.1869625512191998,0.18388241744114706,0.18490845994762783,0.1700694536522325,0.18663504265680295,0.1659132537159718,0.1282070876408815,0.18517304219881253,0.19609628074071675,0.1763081756528814,0.3061608503963388,1.0,0.18893382956142513,0.21456403359495538,0.23340720408268129,0.23358826868496677,0.23948134875429605
mxbai-embed-large-v1,0.21249365419276983,0.753730031701695,0.31403126379446783,0.6667397788069187,0.26877360303981773,0.24156744662707283,0.19663102178847974,0.15002177568027877,0.3525358580454445,0.5217365103177132,0.3486687464913033,0.18083883744216372,0.18893382956142513,1.0,0.24269680817957642,0.2305758857872431,0.27458141445491624,0.2937433035531572
sentence-t5-base,0.19107274829820578,0.22372574841786555,0.2035346936010818,0.21773896234916149,0.19080150297979992,0.21235347284632844,0.17407097128570545,0.12841880924724813,0.23457497741061709,0.24472008610248955,0.23895352803760248,0.2458779902003521,0.21456403359495538,0.24269680817957642,1.0,0.3684443134095684,0.2374928267739467,0.24618623524258754
sentence-t5-large,0.1941005847216303,0.20976955098208133,0.18154001563297775,0.21059492726561757,0.16050677232052343,0.20177590952668759,0.16836547754786493,0.11669296025648199,0.2233624958357614,0.23314900395848315,0.21077968208816752,0.20549148779360554,0.23340720408268129,0.2305758857872431,0.3684443134095684,1.0,0.24850990398323136,0.24655497981067045
text-embedding-3-large,0.31894083642680837,0.25981041564427854,0.23894452691285908,0.26409906768303865,0.19264067467194537,0.23854140334175336,0.19755288805890106,0.1425203387774243,0.27317346471127124,0.2924195836334373,0.2383409555878821,0.20548142177015563,0.23358826868496677,0.27458141445491624,0.2374928267739467,0.24850990398323136,1.0,0.44279041574145855
text-embedding-3-small,0.28113237841258365,0.2811135127296569,0.25873681932555004,0.2810982366884312,0.21927587841231821,0.255384999008404,0.20921836867848673,0.1608132365389894,0.29235764302641704,0.31433811808701884,0.27801540439388167,0.21561347077591417,0.23948134875429605,0.2937433035531572,0.24618623524258754,0.24655497981067045,0.44279041574145855,1.0
