,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.5010568927368927,0.49300913900913895,0.580724078884079,0.37626455026455025,0.6646376911976911,0.4191554401154401,0.32332779220779223,0.6445992111592111,0.3942262241462241,0.2954839826839827,0.31004656084656085,0.42156663780663783,0.3711458625181253,0.5325556517556518,0.3345916305916306,0.35508706108706106,0.6161312085049312,0.6208579509379509
UAE-Large-V1,0.5010568927368927,1.0,0.5849266762866763,0.6528309137955854,0.3400637999037999,0.4903729544313486,0.4160818894541523,0.30289788507248366,0.5353380910951714,0.46429388356979595,0.4569556966958427,0.35092355940355935,0.3579000673400674,0.33792123136123137,0.8012660561822607,0.3322962962962962,0.3215572486772487,0.5654495045695046,0.48433369889369887
bge-base-en-v1.5,0.49300913900913895,0.5849266762866763,1.0,0.5484352965877054,0.47775161135161137,0.5486510359065103,0.46571909965136243,0.4057376349522335,0.5254409589113239,0.5939813989740997,0.44045027824297894,0.3919371620971621,0.40172536796536795,0.31807422799422796,0.5879269497196504,0.4159634439634439,0.32545262145262144,0.49820398268398264,0.40265743145743144
bge-large-en-v1.5,0.580724078884079,0.6528309137955854,0.5484352965877054,1.0,0.3556554112554112,0.5434825872910545,0.4205642190412993,0.2743457010143142,0.5684551031342272,0.43460587887916363,0.39494366058920805,0.36059490139490136,0.40167134199134197,0.3436943145743146,0.665123885641258,0.3696892736892737,0.3547647907647908,0.4868121981721981,0.5544016931216931
bge-small-en-v1.5,0.37626455026455025,0.3400637999037999,0.47775161135161137,0.3556554112554112,1.0,0.45733818181818187,0.3692412121212121,0.30083232323232323,0.4615083020683021,0.37250732082732085,0.3216999711399712,0.5572904280904281,0.29075886483886487,0.24206607022607024,0.3881536123136124,0.2531005291005291,0.30502549302549303,0.3976065416065416,0.3867699470899471
e5-base-v2,0.6646376911976911,0.4903729544313486,0.5486510359065103,0.5434825872910545,0.45733818181818187,1.0,0.45999185852266145,0.41714512212847976,0.620550564526039,0.49733441077441076,0.3946607210794072,0.5016318614718616,0.40125637325637326,0.3600166233766234,0.5629152420977238,0.37224050024050015,0.392850177970178,0.558152503133525,0.5311938353293099
e5-large-v2,0.4191554401154401,0.4160818894541523,0.46571909965136243,0.4205642190412993,0.3692412121212121,0.45999185852266145,1.0,0.3927878492958785,0.5931878259831546,0.3836675324675325,0.31933527390695277,0.3055776815776816,0.39376815776815777,0.26510222222222224,0.5045880300397089,0.3017142857142857,0.3228196248196248,0.5211332371332371,0.45901721981721977
e5-small-v2,0.32332779220779223,0.30289788507248366,0.4057376349522335,0.2743457010143142,0.30083232323232323,0.41714512212847976,0.3927878492958785,1.0,0.37741464699128924,0.3055759114959115,0.18571241620234322,0.21614506974506978,0.31226666666666664,0.30484779220779223,0.34875995828988526,0.32121115921115917,0.25661760461760463,0.4769492092984064,0.35061987493987495
embed-english-v3.0,0.6445992111592111,0.5353380910951714,0.5254409589113239,0.5684551031342272,0.4615083020683021,0.620550564526039,0.5931878259831546,0.37741464699128924,1.0,0.4716798460798461,0.41038067768403536,0.4158589321789322,0.4626862914862915,0.39286787878787877,0.597886888067326,0.3537200577200577,0.3746349206349207,0.6194213197670133,0.5915590957190957
gte-base,0.3942262241462241,0.46429388356979595,0.5939813989740997,0.43460587887916363,0.37250732082732085,0.49733441077441076,0.3836675324675325,0.3055759114959115,0.4716798460798461,1.0,0.553927604442057,0.4082204906204906,0.357856507936508,0.27521673881673886,0.5059295160854285,0.3326378066378066,0.3183915343915344,0.40995073122605974,0.4119266491821236
