,SFR-Embedding-Mistral,UAE-Large-V1,bge-base-en-v1.5,bge-large-en-v1.5,bge-small-en-v1.5,e5-base-v2,e5-large-v2,e5-small-v2,embed-english-v3.0,gte-base,gte-large,gte-small,gtr-t5-base,gtr-t5-large,mxbai-embed-large-v1,sentence-t5-base,sentence-t5-large,text-embedding-3-large,text-embedding-3-small
SFR-Embedding-Mistral,1.0,0.28152726085782975,0.2901615392382915,0.3204551461797496,0.23494395856804695,0.35504133191289383,0.2596849770825007,0.2186661298127974,0.3743849693399248,0.25419888655547557,0.19857015647419263,0.18793523887901092,0.2512224555785386,0.24350330547146393,0.294066737026071,0.18414893923584227,0.1993053825230382,0.39672773376532044,0.3594695160740536
UAE-Large-V1,0.28152726085782975,1.0,0.3396106477312517,0.4245321487125804,0.22796262105852388,0.2750630403112679,0.2420745927224252,0.21232217082779795,0.31740379621708725,0.29297994983019876,0.2786489861740031,0.19897279212284155,0.22352068546664172,0.21119429141292528,0.56943249327622,0.18501833024721737,0.17895160952096262,0.3241415298445564,0.26832606167615924
bge-base-en-v1.5,0.2901615392382915,0.3396106477312517,1.0,0.30773049302902705,0.28053031138231427,0.3082754791909546,0.24934673838946042,0.23183145622023893,0.33080719226125166,0.352105367906709,0.25772196744636167,0.22439541730282764,0.22730084084059887,0.21291975002643543,0.3296873928278062,0.22387229117296548,0.17066143567720934,0.29171113357927736,0.2354129108532015
bge-large-en-v1.5,0.3204551461797496,0.4245321487125804,0.30773049302902705,1.0,0.22836263386395297,0.2863083215084991,0.2536807636460911,0.18259372270852578,0.3126297222574081,0.27287206154509874,0.24773957262454527,0.19372154463690056,0.24076089153437127,0.22484353795331413,0.4337078523685984,0.19366943721015903,0.20448234390296582,0.291154576519244,0.30595063495415176
bge-small-en-v1.5,0.23494395856804695,0.22796262105852388,0.28053031138231427,0.22836263386395297,1.0,0.24810606888891043,0.20895172586450594,0.18871256948891305,0.2768447105040716,0.22048512250831118,0.20432296597114027,0.29155407477933065,0.19101758832167914,0.16767931043030296,0.23970792202294244,0.149337001959388,0.17359041703897227,0.2378858595847534,0.22525963630413479
e5-base-v2,0.35504133191289383,0.2750630403112679,0.3082754791909546,0.2863083215084991,0.24810606888891043,1.0,0.267195139902738,0.24726474070564838,0.3568252907359122,0.2623588368483676,0.20736080418515027,0.2503482340783006,0.22932569403804096,0.23494990406334618,0.3005708739839483,0.19254883113097737,0.20598271449236946,0.3332006732082624,0.31081706037919266
e5-large-v2,0.2596849770825007,0.2420745927224252,0.24934673838946042,0.2536807636460911,0.20895172586450594,0.267195139902738,1.0,0.22739374706973892,0.32463852475150096,0.21800327900587269,0.18856274597762762,0.18335361702764075,0.22388993263975937,0.17283036593432882,0.27836830070141005,0.15290191531050987,0.17195475140784441,0.3006668403839542,0.25393281065803125
e5-small-v2,0.2186661298127974,0.21232217082779795,0.23183145622023893,0.18259372270852578,0.18871256948891305,0.24726474070564838,0.22739374706973892,1.0,0.23306255306874546,0.1918053032164176,0.14190513621297488,0.14418655997354332,0.18766344299392732,0.19778888549076537,0.2253719589971234,0.17285264662682395,0.14802024517640924,0.3133724856244332,0.2163034793412041
embed-english-v3.0,0.3743849693399248,0.31740379621708725,0.33080719226125166,0.3126297222574081,0.2768447105040716,0.3568252907359122,0.32463852475150096,0.23306255306874546,1.0,0.27915883087949633,0.22901617589364962,0.212720769510099,0.2581755782143821,0.24046777622284665,0.3298418338469615,0.18739216031323871,0.19568524633561032,0.36313029139999875,0.33897364543815395
gte-base,0.25419888655547557,0.29297994983019876,0.352105367906709,0.27287206154509874,0.22048512250831118,0.2623588368483676,0.21800327900587269,0.1918053032164176,0.27915883087949633,1.0,0.3559323105038253,0.26881528799571447,0.21794985991530555,0.18400572850746158,0.30851418922698703,0.18546296248591448,0.17244029637822286,0.2619897095001971,0.24829950978772086
gte-large,0.19857015647419263,0.2786489861740031,0.25772196744636167,0.24773957262454527,0.20432296597114027,0.20736080418515027,0.18856274597762762,0.14190513621297488,0.22901617589364962,0.3559323105038253,1.0,0.2728167413551386,0.14390372698603168,0.15392334075641476,0.3083412972671375,0.14852192565687264,0.16775656561533445,0.215612770934301,0.22710660637220945
gte-small,0.18793523887901092,0.19897279212284155,0.22439541730282764,0.19372154463690056,0.29155407477933065,0.2503482340783006,0.18335361702764075,0.14418655997354332,0.212720769510099,0.26881528799571447,0.2728167413551386,1.0,0.13301188383781853,0.10824753248417615,0.22822766936620045,0.1289638835218273,0.14912533773000833,0.18038575767581289,0.192401501771721
gtr-t5-base,0.2512224555785386,0.22352068546664172,0.22730084084059887,0.24076089153437127,0.19101758832167914,0.22932569403804096,0.22388993263975937,0.18766344299392732,0.2581755782143821,0.21794985991530555,0.14390372698603168,0.13301188383781853,1.0,0.2980213853138808,0.22530603199126834,0.15681059319409651,0.146962714570357,0.2706140958900031,0.25620910648346
gtr-t5-large,0.24350330547146393,0.21119429141292528,0.21291975002643543,0.22484353795331413,0.16767931043030296,0.23494990406334618,0.17283036593432882,0.19778888549076537,0.24046777622284665,0.18400572850746158,0.15392334075641476,0.10824753248417615,0.2980213853138808,1.0,0.22002580050838613,0.1148290346757108,0.12431303069685215,0.3147255950388692,0.24617814241614333
mxbai-embed-large-v1,0.294066737026071,0.56943249327622,0.3296873928278062,0.4337078523685984,0.23970792202294244,0.3005708739839483,0.27836830070141005,0.2253719589971234,0.3298418338469615,0.30851418922698703,0.3083412972671375,0.22822766936620045,0.22530603199126834,0.22002580050838613,1.0,0.2014864297429962,0.18972179351064183,0.34367213365659893,0.2983922432860371
sentence-t5-base,0.18414893923584227,0.18501833024721737,0.22387229117296548,0.19366943721015903,0.149337001959388,0.19254883113097737,0.15290191531050987,0.17285264662682395,0.18739216031323871,0.18546296248591448,0.14852192565687264,0.1289638835218273,0.15681059319409651,0.1148290346757108,0.2014864297429962,1.0,0.2572503760822728,0.19028112308971193,0.20003296367749712
sentence-t5-large,0.1993053825230382,0.17895160952096262,0.17066143567720934,0.20448234390296582,0.17359041703897227,0.20598271449236946,0.17195475140784441,0.14802024517640924,0.19568524633561032,0.17244029637822286,0.16775656561533445,0.14912533773000833,0.146962714570357,0.12431303069685215,0.18972179351064183,0.2572503760822728,1.0,0.19895377183569274,0.21563232245818245
text-embedding-3-large,0.39672773376532044,0.3241415298445564,0.29171113357927736,0.291154576519244,0.2378858595847534,0.3332006732082624,0.3006668403839542,0.3133724856244332,0.36313029139999875,0.2619897095001971,0.215612770934301,0.18038575767581289,0.2706140958900031,0.3147255950388692,0.34367213365659893,0.19028112308971193,0.19895377183569274,1.0,0.3806205922031325
text-embedding-3-small,0.3594695160740536,0.26832606167615924,0.2354129108532015,0.30595063495415176,0.22525963630413479,0.31081706037919266,0.25393281065803125,0.2163034793412041,0.33897364543815395,0.24829950978772086,0.22710660637220945,0.192401501771721,0.25620910648346,0.24617814241614333,0.2983922432860371,0.20003296367749712,0.21563232245818245,0.3806205922031325,1.0
